Image Path,True Label,Baseline Prediction,Baseline Confidence,Baseline Correct,Partial Prediction,Partial Confidence,Partial Correct,Change Type
/content/data/hymenoptera_data/val/bees/151594775_ee7dc17b60.jpg,bees,bees,0.9626925,True,bees,0.9979157,True,Both Correct
/content/data/hymenoptera_data/val/bees/151603988_2c6f7d14c7.jpg,bees,bees,0.9750708,True,bees,0.9997787,True,Both Correct
/content/data/hymenoptera_data/val/bees/1519368889_4270261ee3.jpg,bees,ants,0.787163,False,ants,0.9874772,False,Both Wrong
/content/data/hymenoptera_data/val/bees/152789693_220b003452.jpg,bees,bees,0.9999876,True,bees,1.0,True,Both Correct
/content/data/hymenoptera_data/val/bees/177677657_a38c97e572.jpg,bees,bees,0.99931586,True,bees,0.99999595,True,Both Correct
/content/data/hymenoptera_data/val/bees/1799729694_0c40101071.jpg,bees,bees,0.995828,True,bees,0.99977976,True,Both Correct
/content/data/hymenoptera_data/val/bees/181171681_c5a1a82ded.jpg,bees,bees,0.9985506,True,bees,0.99998975,True,Both Correct
/content/data/hymenoptera_data/val/bees/187130242_4593a4c610.jpg,bees,bees,0.99900323,True,bees,0.99999905,True,Both Correct
/content/data/hymenoptera_data/val/bees/203868383_0fcbb48278.jpg,bees,bees,0.99779993,True,bees,0.9999989,True,Both Correct
/content/data/hymenoptera_data/val/bees/2060668999_e11edb10d0.jpg,bees,bees,0.997908,True,bees,0.999984,True,Both Correct
/content/data/hymenoptera_data/val/bees/2086294791_6f3789d8a6.jpg,bees,bees,0.7746021,True,bees,0.99357855,True,Both Correct
/content/data/hymenoptera_data/val/bees/2103637821_8d26ee6b90.jpg,bees,bees,0.9910091,True,bees,0.99982315,True,Both Correct
/content/data/hymenoptera_data/val/bees/2104135106_a65eede1de.jpg,bees,bees,0.9913933,True,bees,0.99996936,True,Both Correct
/content/data/hymenoptera_data/val/bees/215512424_687e1e0821.jpg,bees,bees,0.9947916,True,bees,0.99999034,True,Both Correct
/content/data/hymenoptera_data/val/bees/2173503984_9c6aaaa7e2.jpg,bees,bees,0.9978325,True,bees,0.99999166,True,Both Correct
/content/data/hymenoptera_data/val/bees/220376539_20567395d8.jpg,bees,bees,0.9997758,True,bees,1.0,True,Both Correct
/content/data/hymenoptera_data/val/bees/224841383_d050f5f510.jpg,bees,bees,0.9991617,True,bees,0.99999976,True,Both Correct
/content/data/hymenoptera_data/val/bees/2321144482_f3785ba7b2.jpg,bees,bees,0.9960078,True,bees,0.9998847,True,Both Correct
/content/data/hymenoptera_data/val/bees/238161922_55fa9a76ae.jpg,bees,bees,0.9950566,True,bees,0.9995977,True,Both Correct
/content/data/hymenoptera_data/val/bees/2407809945_fb525ef54d.jpg,bees,bees,0.9968561,True,bees,0.99999344,True,Both Correct
/content/data/hymenoptera_data/val/bees/2415414155_1916f03b42.jpg,bees,bees,0.97388023,True,bees,0.99945265,True,Both Correct
/content/data/hymenoptera_data/val/bees/2438480600_40a1249879.jpg,bees,bees,0.99886024,True,bees,0.99999094,True,Both Correct
/content/data/hymenoptera_data/val/bees/2444778727_4b781ac424.jpg,bees,bees,0.9932313,True,bees,0.9999684,True,Both Correct
/content/data/hymenoptera_data/val/bees/2457841282_7867f16639.jpg,bees,bees,0.9984213,True,bees,0.9999993,True,Both Correct
/content/data/hymenoptera_data/val/bees/2470492902_3572c90f75.jpg,bees,bees,0.9129713,True,bees,0.9968714,True,Both Correct
/content/data/hymenoptera_data/val/bees/2478216347_535c8fe6d7.jpg,bees,bees,0.9986613,True,bees,0.9999939,True,Both Correct
/content/data/hymenoptera_data/val/bees/2501530886_e20952b97d.jpg,bees,bees,0.65306866,True,bees,0.74071324,True,Both Correct
/content/data/hymenoptera_data/val/bees/2506114833_90a41c5267.jpg,bees,bees,0.96620154,True,bees,0.9966462,True,Both Correct
/content/data/hymenoptera_data/val/bees/2509402554_31821cb0b6.jpg,bees,bees,0.92329705,True,bees,0.9146104,True,Both Correct
/content/data/hymenoptera_data/val/bees/2525379273_dcb26a516d.jpg,bees,bees,0.9909781,True,bees,0.9999471,True,Both Correct
/content/data/hymenoptera_data/val/bees/26589803_5ba7000313.jpg,bees,bees,0.9933107,True,bees,0.99998665,True,Both Correct
/content/data/hymenoptera_data/val/bees/2668391343_45e272cd07.jpg,bees,bees,0.9459798,True,bees,0.9727166,True,Both Correct
/content/data/hymenoptera_data/val/bees/2670536155_c170f49cd0.jpg,bees,bees,0.97276086,True,bees,0.99961096,True,Both Correct
/content/data/hymenoptera_data/val/bees/2685605303_9eed79d59d.jpg,bees,bees,0.9959616,True,bees,0.999962,True,Both Correct
/content/data/hymenoptera_data/val/bees/2702408468_d9ed795f4f.jpg,bees,bees,0.99965847,True,bees,1.0,True,Both Correct
/content/data/hymenoptera_data/val/bees/2709775832_85b4b50a57.jpg,bees,ants,0.8403091,False,ants,0.70112604,False,Both Wrong
/content/data/hymenoptera_data/val/bees/2717418782_bd83307d9f.jpg,bees,bees,0.98647726,True,bees,0.9998826,True,Both Correct
/content/data/hymenoptera_data/val/bees/272986700_d4d4bf8c4b.jpg,bees,bees,0.9975224,True,bees,0.9999951,True,Both Correct
/content/data/hymenoptera_data/val/bees/2741763055_9a7bb00802.jpg,bees,bees,0.9955041,True,bees,0.9999449,True,Both Correct
/content/data/hymenoptera_data/val/bees/2745389517_250a397f31.jpg,bees,bees,0.9998976,True,bees,1.0,True,Both Correct
/content/data/hymenoptera_data/val/bees/2751836205_6f7b5eff30.jpg,bees,bees,0.99177164,True,bees,0.99996924,True,Both Correct
/content/data/hymenoptera_data/val/bees/2782079948_8d4e94a826.jpg,bees,bees,0.9948664,True,bees,0.9999945,True,Both Correct
/content/data/hymenoptera_data/val/bees/2809496124_5f25b5946a.jpg,bees,bees,0.99987566,True,bees,0.99999976,True,Both Correct
/content/data/hymenoptera_data/val/bees/2815838190_0a9889d995.jpg,bees,bees,0.99589336,True,bees,0.99976486,True,Both Correct
/content/data/hymenoptera_data/val/bees/2841437312_789699c740.jpg,bees,bees,0.99942434,True,bees,0.99999833,True,Both Correct
/content/data/hymenoptera_data/val/bees/2883093452_7e3a1eb53f.jpg,bees,bees,0.9998307,True,bees,0.99999905,True,Both Correct
/content/data/hymenoptera_data/val/bees/290082189_f66cb80bfc.jpg,bees,bees,0.9981187,True,bees,0.9999852,True,Both Correct
/content/data/hymenoptera_data/val/bees/296565463_d07a7bed96.jpg,bees,bees,0.99668795,True,bees,0.99999845,True,Both Correct
/content/data/hymenoptera_data/val/bees/3077452620_548c79fda0.jpg,bees,bees,0.9892915,True,bees,0.9998771,True,Both Correct
/content/data/hymenoptera_data/val/bees/348291597_ee836fbb1a.jpg,bees,bees,0.98656255,True,bees,0.99988055,True,Both Correct
/content/data/hymenoptera_data/val/bees/350436573_41f4ecb6c8.jpg,bees,bees,0.99317545,True,bees,0.998735,True,Both Correct
/content/data/hymenoptera_data/val/bees/353266603_d3eac7e9a0.jpg,bees,bees,0.91380566,True,bees,0.759632,True,Both Correct
/content/data/hymenoptera_data/val/bees/372228424_16da1f8884.jpg,bees,bees,0.99598384,True,bees,0.9999987,True,Both Correct
/content/data/hymenoptera_data/val/bees/400262091_701c00031c.jpg,bees,bees,0.98066276,True,bees,0.99931335,True,Both Correct
/content/data/hymenoptera_data/val/bees/416144384_961c326481.jpg,bees,bees,0.7891139,True,bees,0.7622398,True,Both Correct
/content/data/hymenoptera_data/val/bees/44105569_16720a960c.jpg,bees,bees,0.9872886,True,bees,0.99991155,True,Both Correct
/content/data/hymenoptera_data/val/bees/456097971_860949c4fc.jpg,bees,bees,0.89299494,True,bees,0.99975544,True,Both Correct
/content/data/hymenoptera_data/val/bees/464594019_1b24a28bb1.jpg,bees,bees,0.86763686,True,bees,0.9815027,True,Both Correct
/content/data/hymenoptera_data/val/bees/485743562_d8cc6b8f73.jpg,bees,bees,0.9369394,True,bees,0.96435624,True,Both Correct
/content/data/hymenoptera_data/val/bees/540976476_844950623f.jpg,bees,bees,0.9996666,True,bees,0.99999976,True,Both Correct
/content/data/hymenoptera_data/val/bees/54736755_c057723f64.jpg,bees,bees,0.79618627,True,bees,0.9229598,True,Both Correct
/content/data/hymenoptera_data/val/bees/57459255_752774f1b2.jpg,bees,bees,0.9402558,True,bees,0.9954269,True,Both Correct
/content/data/hymenoptera_data/val/bees/576452297_897023f002.jpg,bees,bees,0.9597678,True,bees,0.9958203,True,Both Correct
/content/data/hymenoptera_data/val/bees/586474709_ae436da045.jpg,bees,bees,0.96147543,True,bees,0.9997886,True,Both Correct
/content/data/hymenoptera_data/val/bees/590318879_68cf112861.jpg,bees,bees,0.982822,True,bees,0.9989524,True,Both Correct
/content/data/hymenoptera_data/val/bees/59798110_2b6a3c8031.jpg,bees,ants,0.9917325,False,ants,0.99954563,False,Both Wrong
/content/data/hymenoptera_data/val/bees/603709866_a97c7cfc72.jpg,bees,bees,0.98065007,True,bees,0.9999441,True,Both Correct
/content/data/hymenoptera_data/val/bees/603711658_4c8cd2201e.jpg,bees,bees,0.95546544,True,bees,0.9987921,True,Both Correct
/content/data/hymenoptera_data/val/bees/65038344_52a45d090d.jpg,bees,bees,0.99767333,True,bees,0.9999958,True,Both Correct
/content/data/hymenoptera_data/val/bees/6a00d8341c630a53ef00e553d0beb18834-800wi.jpg,bees,bees,0.98950446,True,bees,0.99995196,True,Both Correct
/content/data/hymenoptera_data/val/bees/72100438_73de9f17af.jpg,bees,bees,0.9485633,True,bees,0.9985085,True,Both Correct
/content/data/hymenoptera_data/val/bees/759745145_e8bc776ec8.jpg,bees,ants,0.88647074,False,bees,0.55434304,True,Fixed by Partial
/content/data/hymenoptera_data/val/bees/936182217_c4caa5222d.jpg,bees,bees,0.9998629,True,bees,1.0,True,Both Correct
/content/data/hymenoptera_data/val/bees/abeja.jpg,bees,bees,0.99750453,True,bees,0.999998,True,Both Correct
